,date,ticker,positive_avg,positive_std,negative_avg,negative_std,neutral_avg,neutral_std,sentiment_score_avg,sentiment_score_std,mention_count,Close,Volume,Return_1d,Return_5d,Return_tomorrow,Realized_volatility_5d,Log_Volume,Is_Return_tomorrow_positive
134,2021-02-26,GME,0.1045487468953767,0.161624647127025,0.094666453658871,0.14897302215864391,0.8007848043288168,0.20844523502866755,0.009882293236505696,0.23061127394819916,292,25.434999465942383,368776800.0,-0.06428773362783413,1.5065286395985122,0.18340872866043534,0.4510380319120448,19.72570214365516,1.0
138,2021-03-01,AMC,0.1023774471210494,0.1559464481332467,0.09255523932459823,0.17815713583670909,0.8050673174582523,0.2205357362990419,0.00982220779645115,0.25195735446287754,73,91.80000305175781,14358650.0,0.1460674756618976,0.40152676414897415,-0.027233114563084193,0.12717902678519213,16.479863175667393,0.0
139,2021-03-01,GME,0.0892761620362439,0.1434148682266081,0.09422346668302889,0.1534654616930107,0.8165003700226906,0.20050329643027795,-0.004947304646784984,0.2191742991675495,248,30.100000381469727,199176000.0,0.18340872866043534,1.6173913375191065,-0.01843854811103096,0.44822384133758864,19.109699418949216,0.0
140,2021-03-02,AMC,0.0787217108893911,0.10627820335958979,0.12046746151255706,0.18004693317952786,0.8008108273604695,0.19417039109706358,-0.041745750623165954,0.2229837856611229,98,89.30000305175781,7813540.0,-0.027233114563084193,0.159740299373478,-0.039193727663944355,0.11962943488545211,15.871368812150068,0.0
141,2021-03-02,GME,0.09460617841432928,0.14556780229181912,0.09605621409693119,0.15639216770065642,0.8093376067030219,0.19902484966779824,-0.0014500356826019159,0.22734577243707604,339,29.545000076293945,135132000.0,-0.01843854811103096,1.6279741404758625,0.05077001171523299,0.4475947512132637,18.721762643867336,1.0
142,2021-03-03,AMC,0.11739522032439706,0.1597941172927015,0.09956588396536448,0.13015177389563676,0.7830388877939966,0.19467690021992476,0.017829336359032548,0.21690595613998515,56,85.80000305175781,5565190.0,-0.039193727663944355,-0.05610559283290162,-0.0641025618225467,0.08964460707611425,15.532041863755998,0.0
143,2021-03-03,GME,0.09284406325346085,0.1447676236884721,0.12204860198018072,0.19661349897673186,0.7851073360963635,0.23251677476365418,-0.029204538726719888,0.2552743932777496,292,31.045000076293945,77095600.0,0.05077001171523299,0.3540508291881621,0.06579163938043031,0.11446855644327898,18.16055678113409,1.0
144,2021-03-04,AMC,0.08939491142518814,0.11279701223779548,0.11885213977075178,0.2054377770714884,0.7917529512196779,0.23531378583274412,-0.029457228345563642,0.23341616757239855,32,80.30000305175781,7782260.0,-0.0641025618225467,-0.031363069074364924,0.002490621925795855,0.08484826242964223,15.867357470900224,1.0
145,2021-03-04,GME,0.08028394507209943,0.10562583641614326,0.13042553569093068,0.18635922721884018,0.7892905177742792,0.19990922851592885,-0.05014159061883125,0.22761691307076912,163,33.087501525878906,130427600.0,0.06579163938043031,0.21723537218189382,0.040725342962453226,0.09431170231942106,18.68632884916957,1.0
146,2021-03-05,AMC,0.11407488826662297,0.16854334099609702,0.08397133927792308,0.1714803258759581,0.8019537672400474,0.22506292634542793,0.030103548988699897,0.254894883620744,20,80.5,5973410.0,0.002490621925795855,0.004993776947550543,0.15403728603576283,0.08316224073293808,15.602828678990564,1.0
147,2021-03-05,GME,0.11050128305139828,0.1737271109904121,0.1411617029553804,0.2217318365407939,0.7483370150678242,0.2588064088852531,-0.03066041990398215,0.3028390187366391,156,34.435001373291016,122934800.0,0.040725342962453226,0.3538432119646666,0.4120806754988324,0.07377921785539318,18.62716469962751,1.0
150,2021-03-08,AMC,0.16207283331041636,0.21306159613675585,0.10609448140368177,0.1873633087240323,0.7318326940244817,0.2674262860202489,0.05597835190673456,0.29913823330593087,47,92.9000015258789,11434380.0,0.15403728603576283,0.011982553785983008,0.1302475594766317,0.08658151288658993,16.252135251923104,1.0
151,2021-03-08,GME,0.08577632404206426,0.1334470810503826,0.10317183069446505,0.17032405810064427,0.8110518464577549,0.2007593465430005,-0.01739550665240078,0.23093830405430302,425,48.625,254262400.0,0.4120806754988324,0.6154484845101431,0.2694087089793542,0.171763333737094,19.353877366531414,1.0
152,2021-03-09,AMC,0.1065485784878992,0.12847172163864812,0.07754433627135819,0.12489384716379628,0.8159070821973134,0.1701477584122674,0.029004242216540976,0.18776755241050286,196,105.0,15041560.0,0.1302475594766317,0.17581182991833222,-0.06190476190476191,0.0995119093482052,16.526327660993786,0.0
153,2021-03-09,BB,0.26651658561258085,0.2738861702833034,0.12283787934020866,0.2191829157873777,0.6106455340271905,0.2858237587417968,0.14367870627237217,0.4054803936582183,21,10.449999809265137,21437800.0,0.07179485223232174,-0.004761922927129847,-0.010526283127748837,0.049439602205342575,16.88066632360819,0.0
154,2021-03-09,GME,0.1036282966700579,0.16036934710722162,0.09584091797176503,0.1619519991660886,0.800530785526707,0.21021553955787228,0.007787378698292871,0.24434193881391944,898,61.724998474121094,156397200.0,0.2694087089793542,1.0891859304359066,0.07330905852960146,0.1660173638634977,18.867909489495904,1.0
155,2021-03-10,AMC,0.11248168803670892,0.16172038819548973,0.09299522734533887,0.16904602355292303,0.7945230875458122,0.21694036902429417,0.01948646069137003,0.24979383644933584,393,98.5,26191860.0,-0.06190476190476191,0.14801860718560889,0.043654853317338205,0.10424751101190519,17.08095927161501,1.0
156,2021-03-10,GME,0.08448610296189904,0.12196345374078339,0.13668263147835502,0.2105308925190299,0.7788312673336324,0.22201034166756167,-0.05219652851645596,0.2628841752886594,2172,66.25,286282400.0,0.07330905852960146,1.1339990284164534,-0.018867924528301883,0.16231142492009384,19.47248929769345,0.0
157,2021-03-11,AMC,0.1180037377538004,0.16806871420578426,0.09472504361959481,0.1714718639786672,0.7872712195288235,0.22352276077804348,0.023278694134205562,0.25561095224190766,192,102.80000305175781,8393360.0,0.043654853317338205,0.2801992421531727,0.08560306576968335,0.089463492623918,15.942951594173811,1.0
158,2021-03-11,GME,0.09071104763275398,0.13432865561536134,0.12225085078711082,0.18876832458139853,0.7870381018095228,0.21802509864191075,-0.031539803154356845,0.24458207699697254,1082,65.0,113250000.0,-0.018867924528301883,0.9644880091402852,0.017307692307692246,0.17968127362706976,18.54510833115744,1.0
159,2021-03-11,NOK,0.29498494067229325,0.3515585634814041,0.04544141283258792,0.03885104152848353,0.6595736493666967,0.3379175168785946,0.24954352783970535,0.36880537287022497,24,3.6829097270965576,47804000.0,0.03535361625761779,0.0732983049073912,0.029268329630083523,0.015927707854767808,17.682619896887662,1.0
160,2021-03-12,AMC,0.11286209269908046,0.15776621598737517,0.07869293110682656,0.143308345834147,0.8084449744564575,0.1938329088162709,0.03416916159225388,0.23083268179203914,149,111.5999984741211,11114670.0,0.08560306576968335,0.3863353847716906,0.2580644786392332,0.08518785988167124,16.22377650530223,1.0
161,2021-03-12,BB,0.11914671404908096,0.1638926793482099,0.09322832652057206,0.1918531545883922,0.787624965980649,0.2374918692609938,0.025918387528508887,0.26633532840137,30,11.850000381469727,25863200.0,0.10747669090692913,0.2539683196449949,-0.014345997537669297,0.044616691756095485,17.06833170555019,0.0
162,2021-03-12,GME,0.08972445647435227,0.13349109060810602,0.1100068030992087,0.18371227947026447,0.8002687420725547,0.20920545056524742,-0.020282346624856427,0.24366621379960637,757,66.125,103383600.0,0.017307692307692246,0.9202845175806744,-0.1677126677139945,0.18367617428986413,18.453956909781745,0.0
163,2021-03-12,NOK,0.09061146136373277,0.14611344047363448,0.04451254177838559,0.029799218475350053,0.8648759961128235,0.14466225559849952,0.04609891958534716,0.15345063152744362,20,3.7907023429870605,42936700.0,0.029268329630083523,0.08762864806404536,0.01895743211769929,0.017311568892860316,17.5752375193312,1.0
168,2021-03-15,AMC,0.1253637994917338,0.15902290748577036,0.05721169776495606,0.08101335655332281,0.8174245027988626,0.16645574541152783,0.06815210172677771,0.18972449406668562,285,140.39999389648438,27771330.0,0.2580644786392332,0.5113023852574805,-0.07264955407165152,0.11736841406182755,17.139514787554642,0.0
169,2021-03-15,GME,0.0895498711048759,0.13545247917222852,0.12144203130087064,0.20567482636361387,0.7890081014655997,0.22617432397985748,-0.03189216019599475,0.2648474864907829,542,55.03499984741211,96401600.0,-0.1677126677139945,0.13182518966400214,-0.05437449465744837,0.1586834425984718,18.384033367326683,0.0
170,2021-03-15,NOK,0.18736854976870945,0.24534825205699334,0.07026521320868691,0.10552698818670178,0.742366231770979,0.23966206014630176,0.1171033365600225,0.2919340989451353,36,3.8625643253326416,59527500.0,0.01895743211769929,0.111111194935823,-0.01395347344314335,0.01345342236026172,17.901948965414235,0.0
171,2021-03-16,AMC,0.10455872763614381,0.14998788872111696,0.10285586065655902,0.18625514493689738,0.7925854184670954,0.2210202875555919,0.0017028669795847743,0.2559779729808882,151,130.1999969482422,12596760.0,-0.07264955407165152,0.23999997093563996,0.041474725667006496,0.13431560114676008,16.34895027538316,1.0
172,2021-03-16,GME,0.0979064267926982,0.1517721825883853,0.11159569398342221,0.18140592963159258,0.7904978817285493,0.2190949283207084,-0.01368926719072402,0.25275131319571,602,52.04249954223633,141691600.0,-0.05437449465744837,-0.15686511415539783,0.007878173627678287,0.09026845292585901,18.76916342979198,1.0
173,2021-03-17,AMC,0.13601373035150266,0.19917160517315902,0.08736455089981766,0.18507424888616436,0.7766217139756514,0.25090357946822006,0.04864917945168497,0.29136061311260186,72,135.60000610351562,7805360.0,0.041474725667006496,0.37664980815751914,0.03244833110940615,0.11985491080040389,15.870321363264367,1.0
174,2021-03-17,GME,0.08454243418097185,0.12591764913502712,0.10104491380489848,0.16922704060325072,0.8144126500398533,0.19713836113325858,-0.016502479623926626,0.22388067742973672,292,52.45249938964844,65926400.0,0.007878173627678287,-0.20826416015625004,-0.038415698262151854,0.07498412106341934,18.004049541399887,0.0
175,2021-03-18,GME,0.0745238631151299,0.09888990313920139,0.1298805274703401,0.21092332982632112,0.7955956119409902,0.21562184982360424,-0.05535666435521017,0.24908420885402174,94,50.4375,47059600.0,-0.038415698262151854,-0.22403846153846152,-0.007335790471073467,0.07390313709161962,17.666925462689512,0.0
176,2021-03-19,AMC,0.09607023417949673,0.17283684344356132,0.1732526813074946,0.2747793545866921,0.7306770703196526,0.2869655126768512,-0.0771824471279979,0.3583341007802973,25,139.3000030517578,15320600.0,-0.004999978201729927,0.24820792971659467,-0.10337402161095788,0.12423336479849799,16.544708951272266,0.0
177,2021-03-19,GME,0.07474341549389402,0.11921538470186928,0.13552482471451024,0.20333515248037162,0.7897317624488555,0.214126534016717,-0.060781409220616194,0.25546978623292405,109,50.067501068115234,98709200.0,-0.007335790471073467,-0.24283552259939156,-0.028861030888247097,0.06920960902486109,18.40768872194332,0.0
180,2021-03-22,GME,0.1377310663366974,0.21031456979447752,0.10042628780070498,0.18427492826608755,0.7618426417900344,0.25317014993621095,0.037304778535992414,0.303782493063315,59,48.622501373291016,40246000.0,-0.028861030888247097,-0.11651673465794743,-0.06550467958936768,0.024737218067718586,17.51052120285564,0.0
